33810
33809
2915215
455050	14175
454850	0
485050	14175
484850	0
515050	14175
514850	0
681725	230450
695900	230250
681725	260450
695900	260250
681725	290450
695900	290250
681725	320450
695900	320250
681725	350450
695900	350250
681725	380450
695900	380250
681725	410450
695900	410250
681725	440450
695900	440250
681725	470450
695900	470250
681725	500450
695900	500250
419850	590725
420050	604900
389850	590725
390050	604900
359850	590725
360050	604900
329850	590725
330050	604900
299850	590725
300050	604900
269850	590725
270050	604900
239850	590725
240050	604900
575050	14175
574850	0
545050	14175
544850	0
449850	590725
450050	604900
479850	590725
480050	604900
509850	590725
510050	604900
539850	590725
540050	604900
569850	590725
570050	604900
425050	14175
424850	0
395050	14175
394850	0
365050	14175
364850	0
335050	14175
334850	0
305050	14175
304850	0
275050	14175
274850	0
245050	14175
244850	0
215050	14175
214850	0
185050	14175
184850	0
155050	14175
154850	0
125050	14175
124850	0
16175	555250
2000	555450
119850	590725
120050	604900
149850	590725
150050	604900
179850	590725
180050	604900
209850	590725
210050	604900
681725	530450
695900	530250
0	75450
18175	75250
0	105450
18175	105250
0	135450
18175	135250
0	165450
18175	165250
0	195450
18175	195250
0	225450
18175	225250
0	255450
18175	255250
0	285450
18175	285250
0	315450
18175	315250
0	345450
18175	345250
0	375450
18175	375250
0	405450
18175	405250
0	435450
18175	435250
0	465450
18175	465250
0	495450
18175	495250
0	525450
18175	525250
697900	50250
679725	50450
697900	80250
679725	80450
697900	110250
679725	110450
697900	140250
679725	140450
697900	170250
679725	170450
697900	200250
679725	200450
35450	32850
35450	34850
35450	36850
35450	38850
35450	40850
35450	42850
35450	44850
35450	46850
35450	48850
35450	50850
35450	52850
35450	54850
35450	56850
35450	58850
35450	60850
35450	62850
35450	64850
35450	66850
35450	70850
35450	72850
35450	74850
35450	76850
35450	78850
35450	80850
35450	82850
35450	84850
35450	86850
35450	88850
35450	90850
35450	92850
35450	94850
35450	96850
35450	100850
35450	102850
35450	104850
35450	106850
35450	108850
35450	110850
35450	112850
35450	114850
35450	116850
35450	118850
35450	120850
35450	122850
35450	124850
35450	126850
35450	130850
35450	132850
35450	134850
35450	136850
35450	138850
35450	140850
35450	142850
35450	144850
35450	146850
35450	148850
35450	150850
35450	152850
35450	154850
35450	156850
35450	160850
35450	162850
35450	164850
35450	166850
35450	168850
35450	170850
35450	172850
35450	174850
35450	176850
35450	178850
35450	180850
35450	182850
35450	184850
35450	186850
35450	190850
35450	192850
35450	194850
35450	196850
35450	198850
35450	200850
35450	202850
35450	204850
35450	206850
35450	208850
35450	210850
35450	212850
35450	214850
35450	216850
35450	220850
35450	222850
35450	224850
35450	226850
35450	228850
35450	230850
35450	232850
35450	234850
35450	236850
35450	238850
35450	240850
35450	242850
35450	244850
35450	246850
35450	250850
35450	252850
35450	254850
35450	256850
35450	258850
35450	260850
35450	262850
35450	264850
35450	266850
35450	268850
35450	270850
35450	272850
35450	274850
35450	276850
35450	280850
35450	282850
35450	284850
35450	286850
35450	288850
35450	290850
35450	292850
35450	294850
35450	296850
35450	298850
35450	300850
35450	302850
35450	304850
35450	306850
35450	310850
35450	312850
35450	314850
35450	316850
35450	318850
35450	320850
35450	322850
35450	324850
35450	326850
35450	328850
35450	330850
35450	332850
35450	334850
35450	336850
35450	340850
35450	342850
35450	344850
35450	346850
35450	348850
35450	350850
35450	352850
35450	354850
35450	356850
35450	358850
35450	360850
35450	362850
35450	364850
35450	366850
35450	370850
35450	372850
35450	374850
35450	376850
35450	378850
35450	380850
35450	382850
35450	384850
35450	386850
